start_date,issue_date,estimated_work_cost,issued_permit_cost,building_type_description,building_category_description,work_nature
1990-05-03,1990-05-08,135000.0,185.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, SIMPLE ATTACHE., MODELE:  SHERRY    INVERSE"
1990-05-03,1990-05-08,135000.0,185.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE D'UN ETAGE ET DEMI AVEC, GARAGE SIMPLE INTEGRE., TEST DE SOL OBLIGATOIRE, MODELE:  EMILIE"
1990-05-03,1990-05-08,67000.0,117.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE D'UN ETAGE ET DEMI AVEC, GARAGE SIMPLE INTEGRE, MODELE: BORDEAUX II"
1990-05-03,1990-05-07,100000.0,150.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, SIMPLE INTEGRE., MODELE: BEAUMONT II  SPECIALE"
1990-05-03,1990-05-08,85000.0,135.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, SIMPLE INTEGRE., MODELE: OLYMPIQUE DE LUXE   inverse"
1990-05-04,1990-05-08,50000.0,100.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RALLONGE DE DEUX, ETAGES DE 30' X 30'PLUS 51' X 7' UN, ETAGE"
1990-05-04,1990-05-08,80000.0,130.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE D'UN ETAGE AVEC GARAGE, SIMPLE ATTACHE, MODELE: PHENIX"
1990-05-08,1990-06-05,14500.0,29.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE PISCINE CREUSEE, DE 14' X 30'"
1990-05-08,1990-06-05,35000.0,70.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RALLONGE AU 2 IE, ETAGE DE 25' X 36', MODIFIER LA STRUCTURE AU S-SOL, CHANGER QUELQUES FENETRES AU R.D.C."
1990-05-09,1990-06-05,12000.0,24.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE PISCINE CREUSEE, DE 15'-8 X 33'-1"
1990-05-10,1990-06-05,16000.0,32.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE PISCINE CREUSEE, DE 16' X 36'"
1990-05-10,1990-06-05,2000.0,10.0,Résidentiel,Permis ancien système,"DEMOLIR MAISON EXISTANTE DE 23' X, 19' POUR UNE NOUVELLE CONSTRUCTION"
1991-09-06,1991-09-09,3000.0,25.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UN PATIO DE BOIS, TRAITE DE 3.66 X 3.66 m A .45 m DU, SOL., SOLIVES 34 X 184 SUR PILIERS DE, BETON, 1.05 m DANS LE SOL."
1991-09-10,1991-09-19,1000.0,25.0,Commercial,Permis ancien système,"INSTALLATION D'UNE CONSTRUCTION, TEMPORAIRE ( 12.19 X 3.65 m )., DOIT ETRE CONFORME A L'ARTICLE, 3.3.7.3 DU REGLEMENT DE ZONAGE 319,, ET CETTE CONST. TEMPORAIRE D'USAGE"
1991-09-13,1991-09-23,100000.0,350.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 23 MARS 1992., CONSTRUCTION D'UNE RALLONGE DE, DEUX ETAGES ENTRE LA MAISON EXIST., ET LE GARAGE EXIST. ET RALLONGE AU, DESSUS DU GARAGE EXIST."
1991-09-16,1991-09-23,138000.0,426.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 23 MARS 1992., CONSTRUCTION D'UNE RESIDENCE DE, DEUX ETAGES AVEC GARAGE INTEGRE., DOIT ETRE CONFORME AU C.N.B. EN, VIGUEUR ET DOIT ETRE CONFORME AU"
1991-09-17,1991-10-04,90000.0,320.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 4 AVRIL 1992., CONSTRUCTION D'UNE RESIDENCE DE, DEUX ETAGES SANS GARAGE., CORRECTION SUR PLAN APPROUVE., DOIT ETRE CONFORME AU REGLEMENT 326"
1991-09-18,1991-09-19,12000.0,48.0,Résidentiel,Permis ancien système,"INSTALLATION D'UNE PISCINE CREUSEE, DE 16' X 34' ,  3' A 8' DE PROFOND., DOIT ETRE CONFORME A L'ARTICLE, 3.3.4 DU REGLEMENT DE ZONAGE 319., CONSTRUCTION: FOND DE BETON, MUR"
1991-09-18,1991-09-19,9500.0,38.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE PISCINE CREUSEE, DE 15' X 30' ,  3'-6 A 8'DE PROFOND, DOIT ETRE CONFORME A L'ARTICLE, 3.3.4 DU REGLEMENT DE ZONAGE 319., CONSTRUCTION: FOND DE BETON,PANNEAU"
1991-09-18,1991-09-19,16000.0,64.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE PISCINE CREUSEE, DE 18' X 40',  3'-6"" A 8'DE PROFOND, CONSTRUCTION: FOND DE BETON, MUR, D'ACIER AVEC TOILE DE VINYLE., DOIT ETRE CONFORME A L'ARTICLE"
1991-09-19,1991-09-24,2000.0,25.0,Résidentiel,Permis ancien système,"RENOVATION EXTERIEUR D'UNE RESIDEN-, CE UNIFAMILIALE., REFAIRE LES PIGNONS ET LES SOFFITES, EN ALUMINIUM."
1992-06-05,1992-06-08,85000.0,305.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 8 DEC. 1992., CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, SIMPLE INTEGRE., CORRECTION SUR PLAN APPROUVE."
1992-06-05,1992-06-08,90000.0,320.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 8 DEC. 1992., CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, SIMPLE INTEGRE., CORRECTION SUR PLAN APPROUVE."
1992-04-06,1992-04-08,14000.0,56.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 8 OCT.1992., CONSTRUCTION D'UNE PISCINE CREUSEE., DOIT ETRE CONFORME A L'ARTICLE, 3.3.4 DU REGL.DE ZONAGE 319., CONSTRUCTION: FOND DE BETON, MUR"
1992-04-06,1992-04-13,80000.0,290.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 13 OCT. 1992., CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE D'UN ETAGE AVEC GARAGE, SIMPLE INTEGRE (HORS-SOL)., CORRECTION SUR PLAN APPROUVE."
1992-04-10,1992-04-13,100000.0,350.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 13 OCT. 1992., CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, SIMPLE INTEGRE.------------VOIR NOT, CORRECTION SUR PLAN APPROUVE."
1992-04-14,1992-04-16,1000.0,40.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 16 JUIN 1992., DEMOLITION D'UN GARAGE ATTACHE AU, RESTE DU BATIMENT PRINCIPAL., MUR DE BLOC DE BETON VA ETRE RECOU-, VERT A L'EXTERIEUR DE STUC ."
1992-04-16,1992-04-16,125000.0,400.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 16 OCT. 1992., CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, SIMPLE INTEGRE.------------VOIR NOT, CORRECTION SUR PLAN APPROUVE."
1992-04-20,1992-04-23,1500.0,40.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 23 JUIN 1992., DEMOLITION D'UNE RESIDENCE POUR, EN RECONSTRUIRE UNE AUTRE., LES REBUTS DE LA DEMOLITION DEVRONT, ETRE TRANSPORTE DANS UN SITE D'EN-"
1996-04-15,1996-04-23,5850.0,25.0,Résidentiel,Permis ancien système,"CONSTRUCTION D,UN PATIO DE BOIS, TRAITE DE 14' X 5' A 19"" DU SOL., INSTALLATION DE GOUTTIERES SUR LA, RESIDENCE., INSTALLATION D'UN ESCALIER ET D'UNE"
1996-04-16,1996-04-19,120000.0,390.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, SIMPLE INTEGRE ., CORRECTION SUR PLAN APPROUVE AVEC, ANNEXE. DOIT ETRE CONFORME AU C.N.B"
1996-04-16,1996-04-22,56666.0,220.0,Résidentiel,Permis ancien système,"CONSTRUCTION DE DEUX RALLONGES., RALLONGE UN ETAGE ,GARAGE ATTACHE, 3.65 X 7.92 M   RALLONGE UN ETAGE,, SOLARIUM 4.26 X 3.65 M, CORRECTION SUR PLAN APPROUVE AVEC"
1996-04-16,1996-04-22,2300.0,25.0,Résidentiel,Permis ancien système,"INSTALLATION D'UNE PISCINE HORS-, TERRE DE 18', DOIT ETRE CONFORME A L'ARTICLE, 3.3.4 DU REGLEMENT DE ZONAGE 319., FILTREUR ET PONT-SOLEIL: 6'-6"" MIN."
1996-04-18,1996-04-30,5400.0,25.0,Résidentiel,Permis ancien système,"INSTALLATION D'UNE PISCINE SEMI-, ENFOUI, 30"" DANS LE SOL., DOIT ETRE CONFORME A L'ARTICLE, 3.3.4 DU REGLEMENT DE ZONAGE., CLOTURE DE MAILLE ET DE BOIS DE 4'"
1990-09-04,1990-09-12,25000.0,50.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RALLONGE A L'E-, TAGE 25.5' X 29.5'"
1990-09-05,1990-09-06,2000.0,10.0,Résidentiel,Permis ancien système,"DEMOLITION DU CHALET NUMERO 4, CHALET DE 20' X 20', ENDOMAGE LORS D'UNE TEMPETE"
1990-09-06,1990-09-12,15000.0,30.0,Institutionnel,Permis ancien système,"RENOVATION EXTERIEUR D'UN CENTRE, D'ACCEUIL, INSTALLER 3 PORTES DE SORTIES, D'URGENCE AVEC COULOIR DANS 3 PUITS, D'ESCALIER"
1990-09-07,1990-09-12,2000.0,10.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UN PATIO DE BOIS, SUR LE GARAGE EXISTANT, 24' X 14' ET 7.5' X 10'"
1990-09-07,1990-09-07,3000.0,10.0,Résidentiel,Permis ancien système,"RENOVATION EXTERIEUR D'UNE RESIDEN-, CE EXISTANTE, REFAIRE LE PAREMENT EXT. EN VINYLE, CONSTRUCTION D'UN PATIO DE BOIS, DE 8' X 12'"
1990-09-11,1990-09-12,50000.0,100.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RALLONGE DE DEUX, ETAGES 23.5' X 31' AVEC GARAGE, INTEGRE."
1990-09-12,1990-09-14,25000.0,50.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RALLONGE D'UN, ETAGE, DOSSIER CI-16-1988, COUR MUNICIPAL"
1990-09-12,1990-09-13,1000.0,10.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UN PATIO DE BOIS, TRAITE DE 17' X 8'"
1990-09-13,1990-09-14,1500.0,10.0,Résidentiel,Permis ancien système,"DEMOLITION D'UN CHALET DE 28.1' X, 26.2', DEMOLITION D'UNE REMISE DE 11' X 18, CHALET ET REMISE EN RUINE"
1990-09-13,1990-09-13,5000.0,10.0,Commercial,Permis ancien système,"CONSTRUCTION D'UNE RALLONGE DE 12'X, 28' AU GARAGE AGRICOLE EXISTANT, DALLE AU SOL"
1990-09-20,1990-10-05,50000.0,100.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RALLONGE DE DEUX, ETAGES DE 31.9' X 14', A UNE RESIDENCE EXISTANTE"
1996-04-19,1996-04-19,12000.0,48.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE VERANDA DE 4.87, X 3.50 M SUR PATIO DE BOIS (SUR, PILIERS DE BETON) EXISTANT., DOIT ETRE CONFORME A L'ARTICLE, 3.4.7 DU REGL. DE ZONAGE ET AU"
1996-04-19,1996-04-22,16000.0,64.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE PISCINE CREUSEE, DE 32' X 15', PISCINE DE RESINE DE SYNTHESE., DOIT ETRE CONFORME A L'ARTICLE, 3.3.4 DU REGLEMENT DE ZONAGE 319."
1990-06-08,1990-06-22,1500.0,10.0,Résidentiel,Permis ancien système,"CONSTRUCION D'UN PATIO DE BOIS, TRAITE SUR DEUX NIVEAUX"
1990-06-08,1990-06-22,2000.0,10.0,Commercial,Permis ancien système,"RENOVATION INTERIEUR D'UN GARAGE DE, REPARATION, CREATION D'UN DEUXIEME USAGE"
1990-06-11,1990-06-22,1000.0,10.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UN PATIO DE BOIS, TRAITE DE 12' X 16' A 16"" DU SOL"
1990-06-13,1990-06-26,150000.0,200.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, ATTACHE"
1990-06-13,1990-06-22,1000.0,10.0,Résidentiel,Permis ancien système,"DEMOLITION D'UN CHALET DE 25' X 30', DEMOLIR POUR NOUVELLE CONSTRUCTION"
1990-06-14,1990-06-22,2000.0,10.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UN PATIO DE BOIS, TRAITE SUR DEUX NIVEAUX., 1 ER 16' X 11' A 24"" DU SOL, 2 IEME  6' X 9' A 54"" DU SOL, RAMPE POUR PISCINE"
1990-06-14,1990-06-22,12000.0,24.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE PISCINE CREUSEE, DE 16' X 34'"
1990-06-18,1990-06-22,115000.0,165.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, DOUBLE INTEGRE"
1990-06-21,1990-06-22,18000.0,36.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE PISCINE CREUSEE, DE 16' X 36'"
1990-06-22,1990-07-03,45000.0,90.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RALLONGE DE, 25.5' X 21.7', 2 IEME RALLONGE DE 25.5' X 16.7'"
1990-06-26,1990-07-03,13000.0,26.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE PISCINE CREUSEE, DE 15' X 30'"
1992-10-20,1992-10-21,100000.0,350.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 21 AVRIL 1993., CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE D'UN ETAGE ET DEMI AVEC, GARAGE SIMPLE INTEGRE HORS-SOL., CORRECTION SUR PLAN APPROUVE."
1993-03-17,1993-03-25,100000.0,350.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 25 SEPT. 1993., CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, DOUBLE INTEGRE., CORRECTION SUR PLAN APPROUVE AVEC"
1993-03-17,1993-03-25,100000.0,350.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 25 SEPT. 1993., CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, SIMPLE INTEGRE., CORRECTION SURPLAN APPROUVE AVEC"
1993-03-18,1993-03-19,100000.0,350.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 19 SEPT. 1993., CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, SIMPLE INTEGRE., CORRECTION SUR PLAN APPROUVE AVEC"
1993-03-18,1993-03-26,125000.0,400.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 26 SEPT. 1993., CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, DOUBLE INTEGRE., CORRECTION SUR PLAN APPROUVE AVEC"
1993-03-19,1993-03-25,15000.0,60.0,Commercial,Permis ancien système,"RENOVATION INTERIEUR D'UNE BANQUE., TRAVAUX:MODIFICATION DU GUICHET, AUTOMATIQUE., LES TRAVAUX DOIVENT ETRE CONFORME, AU C.N.B. 1990 ET AUX REGLEMENTS"
1993-03-22,1993-03-26,130000.0,410.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 26 SEPT. 1993., CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, SIMPLE INTEGRE., CORRECTION SUR PLAN APPROUVE."
1993-03-22,1993-03-26,150000.0,450.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 26 SEPT. 1993., CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, DOUBLE INTEGRE., CORRECTION SUR PLAN APPROUVE AVEC"
1993-03-23,1993-03-25,100000.0,350.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 25 SEPT.1993., CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, DOUBLE INTREGRE., CORRECTION SUR PLAN APPROUVE AVEC"
1992-03-30,1992-03-31,100000.0,350.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 31 SEPT. 1992., CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, SIMPLE ATTACHE., CORRECTION SUR PLAN APPROUVE."
1992-03-30,1992-03-31,1000.0,25.0,Commercial,Permis ancien système,"EXPIRATION DU PERMIS 31 SEPT. 1992., RENOVATION INTERIEUR D'UN BATIMENT, AVEC COMMERCE., DOIT ETRE CONFOME AU C.N.B. 1990., CHANGER UNE SALLE DE BAIN, DE"
1992-03-31,1992-04-01,90000.0,320.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 1 OCTOBRE 1992, CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, SIMPLE INTEGRE., CORRECTION SUR PLAN APPROUVE."
1992-03-31,1992-03-31,120000.0,390.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 31 SEPT. 1992., CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, DOUBLE INTEGRE., CORRECTION SUR PLAN APPROUVE."
1992-04-02,1992-04-02,130000.0,410.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 4 OCTOBRE 1992, CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE D'UN ETAGE ET DEMI AVEC, GARAGE SIMPLE INTEGRE., CORRECTION SUR PLAN APPROUVE."
1992-10-21,1992-10-21,135000.0,420.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 21 AVRIL 1993., CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIAlE DE DEUX ETAGES AVEC GARAGE, DOUBLE INTEGRE., CORRECTION SUR PLAN APPROUVE."
1992-10-21,1992-10-21,100000.0,350.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 21 AVRIL 1993., CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, SIMPLE INTEGRE., CORRECTION SUR PLAN APPROUVE"
1992-10-22,1992-10-22,95000.0,335.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 22 AVRIL 1993., CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, SIMPLE INTEGRE., CORRECTION SUR PLAN APPROUVE."
1992-10-22,1992-10-22,120000.0,390.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 22 AVRIL 1993., CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, DOUBLE INTEGRE., CORRECTION SUR PLAN APPROUVE."
1992-10-26,1992-10-26,80000.0,290.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 26 AVRIL 1993., CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, SIMPLE INTEGRE., CORRECTION SUR PLAN APPROUVE."
1992-10-26,1992-10-27,500.0,40.0,Commercial,Permis ancien système,"EXPIRATION DU PERMIS 27 DEC.1992., DEMOLITION D'UN HANGAR POUR ENTRE-, POSAGE DE 8.53 X 9.14 M., LES REBUS DEVRONT ETRE TRANSPORTE, DANS UN SITE D'ENFOUISSEMENT PREVU"
1992-10-26,1992-10-27,15000.0,60.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 27 AVRIL 1993., CONSTRUCTION D'UNE RALLONGE DE DEUX, ETAGES A LA RESIDENCE EXISTANTE., DOIT ETRE CONFORME AU C.N.B. 1990., DOIT ETRE CONFORME AUX REGL.DE"
1992-03-27,1992-03-27,3000.0,25.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 27 SEPT. 1992., INSTALLATION D'UNE PISCINE HORS-, TERRE DE 21""., DOIT ETRE CONFORME A L'ARTICLE, 3.3.4 DU REGL. DE ZONAGE 319."
1992-11-15,1992-11-16,75000.0,,Institutionnel,Permis ancien système,"RENOVATION INTERIEUR ET EXTERIEUR, DU PRESBYTERE DE LA PAROISSE., DOIT ETRE CONFORME AU C.N.B. 1990., RENOVATION EXT.: REFAIRE LA TOITURE, DEMOLIR DEUX GALERIES FERMEES 20.4'"
1992-11-16,1992-11-16,125000.0,400.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 16 MAI 1993., CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, DOUBLE INTEGRE., CORRECTION SUR PLAN APPROUVE."
1992-11-23,1992-11-25,30000.0,120.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 25 MAI 1993., CONSTRUCTION D'UNE RALLONGE D'UN, ETAGE A UN BATIMENT EXISTANT., DOIT ETRE CONFORME AU C.N.B. 1990., CONSTRUCTION SUR VIDE SANITAIRE."
1992-11-23,1992-11-25,35000.0,140.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 25 MAI 1993., CONSTRUCTION D'UNE RALLONGE D'UN, ETAGE A UN BATIMENT EXISTANT., DOIT ETRE CONFORME AU C.N.B. 1990., RALLONGE: SALLE FAMILIALE ET SALLE"
1992-11-25,1992-11-25,100000.0,350.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 25 MAI 1993., CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, SIMPLE INTEGRE., CORRECTION SUR PLAN APPROUVE."
1992-11-30,1992-11-30,200000.0,550.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 30 MAI 1993., CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, TRIPLE INTEGRE DONT UNE DESCENTE SS, CORRECTION SUR PLAN APPROUVE."
1990-08-31,1990-09-06,85000.0,135.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, SIMPLE INTEGRE., MODELE:  OLYMPIQUE DE LUXE"
1990-08-31,1990-09-07,75000.0,125.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, SIMPLE INTEGRE, MODELE:  BELLERIVE"
1990-08-31,1990-09-07,67000.0,117.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE D'UN ETAGE ET DEMI AVEC, GARAGE SIMPLE INTEGRE., MODELE:  BORDEAUX II"
1990-05-23,1990-06-05,8000.0,16.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE PISCINE CREUSEE, DE 16' X 32'"
1990-05-25,1990-06-05,9000.0,18.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE PISCINE CREUSEE, DE 18' X 39'"
1990-05-25,1990-06-05,15000.0,30.0,Résidentiel,Permis ancien système,"RENOVATION INTERIEUR D'UNE RESIDEN-, CE, RELOCALISER LES PIECES AU R.D.C., TRANSFORMER LE SOLARIUM POUR, AGRANDIR LES CHAMBRES."
1990-05-25,1990-06-05,19000.0,38.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RALLONGE D'UN, ETAGE 14'-6 X 18'"
1990-05-25,1990-06-05,40000.0,80.0,Commercial,Permis ancien système,"CONSTRUCTION D'UNE RALLONGE A UN, GARAGE COMMERCIAL., RALLONGE DE 34'-2 X 15' ET 20' X 53"
1990-05-28,1990-06-05,8000.0,16.0,Commercial,Permis ancien système,"RENOVATION INTERIEUR D'UN LOCAL, COMMERCIAL., TRANSFORMER EN RESTAURANT, CHANGER DEUX PORTES POUR DEUX, FENETRES EN FACADE"
1990-05-29,1990-06-05,60000.0,110.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES DE 33' X 28'"
1990-05-31,1990-06-22,17000.0,34.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE PISCINE CREUSEE, DE 22' X 37'"
1990-05-31,1990-06-05,5000.0,10.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UN GARAGE DETACHE DE, 18' X 26', HAUTEUR TOTAL: 11'"
1990-05-31,1990-06-05,1000.0,10.0,Résidentiel,Permis ancien système,"DEMOLIR UN HANGAR DE 40' X 30' ET, 21' X 21', EN RUINE"
1990-06-04,1990-06-22,12000.0,24.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE PISCINE CREUSEE, DE 14' X 25'"
1990-06-04,1990-06-22,13500.0,27.0,Résidentiel,Permis ancien système,"CONSTRUCTION D'UNE PISCINE CREUSEE, DE 16' X 39'"
1992-11-30,1992-12-01,90000.0,320.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 1 JUIN 93., CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, DOUBLE INTEGRE., CORRECTION  SUR MON PLAN."
1992-12-01,1992-12-02,1000.0,25.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 2 JUIN 1993., CONSTRUCTION D'UNE RALLONGE D'UN, ETAGE A LA RESIDENCE EXISTANTE., DOIT ETRE CONFORME AU C.N.B. 1990., SI LA PIECE EST CHAUFFE, LE PLAN-"
1992-12-01,1992-12-02,11500.0,46.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 2 JUIN 1993., CONSTRUCTION D'UNE PISCINE CREUSEE, A L'EXTERIEUR DE LA ZONE D'INONDA-, TION 20 ANS., CONSTRUCTION DE BETON SOUFFLE."
1992-12-02,1992-12-02,100000.0,350.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 2 JUIN 1993., CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, SIMPLE INTEGRE., CORRECTION SUR PLAN APPROUVE."
1992-12-04,1992-12-07,125000.0,400.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 7 JUIN 1993., CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, DOUBLE INTEGRE., CORRECTION SUR PLAN APPROUVE."
1992-12-07,1992-12-08,100000.0,350.0,Résidentiel,Permis ancien système,"EXPIRATION DU PERMIS 8 JUIN 1993., CONSTRUCTION D'UNE RESIDENCE UNIFA-, MILIALE DE DEUX ETAGES AVEC GARAGE, SIMPLE INTEGRE., CORRECTION SUR PLAN APPROUVE."
